loan_id,creditor_id,requested_date,payment_date,due_date,repayment_date,region_id,subdistrict_id,amount,volume,quality
6287,17065286-bc9c-4a4f-b306-84a48c602ff6,2018-01-04 04:25:30,2018-02-04 09:01:00,2018-04-23 08:03:50,2018-11-01 00:00:00,6,10,200.0,,
6288,10e876b5-a4d3-4b1d-a958-18a3606401fa,2018-01-04 04:32:22,2018-02-04 04:02:29,2018-04-23 02:31:57,,6,11,200.0,14.0,74.57000000000001
6289,424ae95e-c413-47b9-b470-9f6e87e90c66,2018-01-04 04:33:02,2018-01-04 09:04:25,2018-04-23 02:31:57,2018-04-15 00:00:00,6,12,200.0,,
6290,1eddbe2c-d3f3-40ca-a8ef-d7412a7b0fdf,2018-01-04 04:38:28,2018-01-04 09:04:25,2018-04-21 01:20:34,,6,4,200.0,14.0,69.8
6291,87e28fca-05d1-4e5c-85b7-7764f71af2d5,2018-01-04 04:48:55,2018-01-04 09:04:25,2018-04-21 01:20:34,,6,13,200.0,12.0,72.37
6292,d2ce7010-bf5c-4f99-81bb-35bd36e5b4f8,2018-01-04 04:55:28,2018-04-04 07:42:35,2018-04-23 12:22:13,2018-04-14 00:00:00,6,14,200.0,12.0,70.6
6293,045bea94-0be6-45db-8cd9-e6f6c19e018a,2018-01-04 05:02:49,2018-02-04 04:02:29,2018-04-23 02:31:57,2018-09-01 07:59:56,6,15,200.0,15.0,62.5
6294,b9276420-2ed3-4cfe-93d6-60301ddd4acc,2018-01-04 05:06:11,2018-01-04 09:04:25,2018-04-21 01:20:34,,6,16,200.0,15.0,67.5
6295,a594d7d9-f1f1-47fd-a981-8019e8da317f,2018-01-04 05:13:56,2018-01-04 09:04:25,2018-04-21 01:20:34,,6,17,200.0,11.0,76.37
6296,34ad8e59-d753-4779-bb99-bf39ca5acd11,2018-01-04 05:52:27,2018-01-04 09:04:25,2018-04-23 12:22:13,2018-04-13 07:56:53,6,18,200.0,3.0,70.19999999999999
6297,d32a0003-3d7a-4db7-b42e-c7feab965050,2018-01-04 06:01:15,2018-02-04 04:02:52,2018-04-23 02:31:57,2018-04-13 00:00:00,6,19,200.0,,
6298,b8e88037-acd5-41aa-a66f-b554ac54fec5,2018-01-04 06:07:15,2018-01-04 07:46:15,2018-04-20 10:18:58,,2,20,200.0,14.0,79.0
6299,e7043d12-fb7d-4911-b4e9-5fd2bea3ff6f,2018-01-04 06:41:45,2018-02-04 04:02:52,2018-04-24 09:55:23,,2,10,200.0,12.0,69.5
6300,dcfe02e6-f412-4ae0-b0eb-0e74b40550ec,2018-01-04 07:14:56,2018-02-04 04:02:52,2018-04-23 02:31:57,,6,6,200.0,16.0,69.10000000000001
6301,854b71ec-47b2-4a8d-b16e-030d94ceb97c,2018-01-04 07:30:59,2018-02-04 09:01:00,2018-04-23 03:03:48,2018-11-01 05:15:14,6,21,200.0,15.0,71.73
6303,105f5dbc-cc36-4400-a5d9-429981c7c14a,2018-01-04 07:38:03,2018-02-04 04:02:53,2018-04-23 02:31:57,2018-04-13 03:04:02,6,22,200.0,13.0,58.966666666666654
6304,612ec9cd-5cb6-4acb-8669-49550c787982,2018-01-04 08:01:57,2018-02-04 04:02:53,2018-04-23 02:31:57,,6,22,200.0,14.0,74.52499999999999
6305,94db1906-d729-4332-99a9-607e30aef576,2018-01-04 08:08:08,2018-02-04 09:01:36,2018-04-23 03:03:48,,6,23,200.0,14.0,73.3
6306,89a9e554-daa1-4ee7-aba2-0713b284dec3,2018-01-04 08:12:28,2018-04-04 07:37:27,2018-04-28 12:30:47,2018-04-13 00:00:00,2,24,200.0,,
6307,a690a85b-e234-418c-a128-baac2493d682,2018-01-04 08:44:50,2018-02-04 04:02:53,2018-04-23 02:31:57,2018-10-28 00:00:00,6,25,200.0,14.0,69.0
6308,59f0b316-f724-4e0f-99f5-01402d83c999,2018-01-04 08:52:48,2018-02-04 04:02:53,2018-04-24 09:55:23,,2,26,200.0,14.0,80.4
6309,f3b322e6-f7ae-4ae0-aaae-ed4f5a001d3f,2018-01-04 08:56:29,,,,6,27,200.0,,
6311,d438585b-1222-4c49-93e8-2f0dc7bdb1a0,2018-01-04 09:59:58,2018-04-04 07:43:55,2018-04-23 12:22:13,,6,17,200.0,14.0,60.0
6312,3a49fcef-d1f7-47b9-aa32-2745173c45bd,2018-01-04 10:09:35,2018-04-04 07:36:45,2018-04-23 12:01:09,2018-05-17 05:56:18,2,28,200.0,14.0,64.28
6313,e8a36c69-3046-4665-8252-b622c01e111b,2018-01-04 10:23:46,2018-02-04 09:01:00,2018-04-23 03:03:48,,6,29,200.0,14.0,71.8
6314,5bdc83f2-c6b5-4899-9c1a-141eb840f2c6,2018-01-04 10:38:04,2018-04-04 07:37:27,2018-04-27 11:33:56,2018-04-15 00:00:00,2,24,200.0,,
6315,8c56a7fb-7911-4f7c-a4ee-cf5585242562,2018-01-04 10:52:06,2018-02-04 04:02:54,2018-04-23 02:37:23,2018-10-02 00:00:00,2,30,200.0,,
6316,a745db89-8825-4027-a59e-efbd95bc42bb,2018-01-04 11:12:42,2018-02-04 04:00:52,2018-04-23 02:31:57,2018-08-01 00:29:12,6,5,200.0,15.0,67.10000000000001
6317,70a62bb5-4d56-42e6-983d-03341b05329d,2018-01-04 11:33:49,2018-02-04 04:01:13,2018-04-23 02:31:57,2019-04-21 00:00:00,6,31,200.0,9.0,78.0
6319,6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,2018-01-04 11:54:13,2018-04-04 07:36:45,2018-04-23 12:22:13,,6,32,200.0,14.0,75.0
6320,3b11717b-6c2c-4017-9b98-87083333dfbe,2018-01-04 12:00:33,2018-02-04 04:00:52,2018-04-23 02:31:57,,6,33,200.0,13.0,81.93333333333332
6321,5d2b0723-65c2-4b87-92e2-9e617d996b11,2018-01-04 12:22:30,2018-02-04 04:00:52,2018-04-23 02:31:57,,6,34,200.0,14.0,75.56
6322,547fc18f-1029-43ac-a652-dfbbde3c9720,2018-01-04 13:41:05,2018-02-04 09:01:36,2018-04-23 03:06:23,2018-07-16 00:00:00,6,23,200.0,0.0,100.0
6323,cc786610-f32c-4f9a-bd41-d3bbe4520f58,2018-01-04 13:41:17,2018-02-04 04:01:36,2018-04-23 02:37:23,,2,17,100.0,13.0,82.1
6324,547fc18f-1029-43ac-a652-dfbbde3c9720,2018-01-04 13:42:12,2018-08-04 05:31:36,2018-04-27 12:37:48,2018-04-28 06:52:12,6,35,200.0,15.0,71.6
6325,474bbb64-d268-4973-ac6d-8e5958cedf0d,2018-01-04 13:43:41,2018-02-04 09:01:36,2018-04-23 08:03:50,2018-04-19 00:00:00,6,17,100.0,14.0,72.8
6328,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-01-04 13:48:28,2018-02-04 04:02:02,2018-04-23 08:03:50,2018-04-13 07:47:34,6,24,200.0,,
6329,9e9d35ce-6276-4cea-8764-21cf04c080e6,2018-01-04 13:49:38,2018-02-04 04:01:12,2018-04-23 02:31:57,2018-04-13 05:33:37,6,3,100.0,13.0,69.5
6330,29f4d10a-dc96-4a51-99d1-1f7a42e7cbba,2018-01-04 13:50:36,2018-02-04 04:00:52,2018-04-23 08:25:49,,2,36,200.0,15.0,82.89999999999999
6331,29f4d10a-dc96-4a51-99d1-1f7a42e7cbba,2018-01-04 13:50:49,2018-02-04 04:00:52,2018-04-23 08:25:49,,2,37,200.0,14.0,83.39999999999999
6333,09e77d10-1118-4a92-9008-98c6bd8b7187,2018-01-04 13:51:59,2018-02-04 04:02:02,2018-04-23 08:03:50,2018-04-13 07:46:41,6,37,200.0,,
6334,0c0696a1-2a19-4b2c-aea9-af598f172338,2018-01-04 13:53:04,2018-02-04 04:00:52,2018-04-23 02:37:23,,2,38,900.0,14.0,68.7
6336,b17b8552-db7f-43af-b258-ecd3fcb15b91,2018-01-04 13:53:53,,,2018-08-01 02:09:07,6,3,100.0,11.0,68.0
6339,298c7be7-cb37-4bf4-b4b3-2830a91c37f5,2018-01-04 14:03:31,2018-02-04 04:00:52,2018-04-23 08:03:50,2018-04-13 07:42:14,6,39,200.0,14.0,68.30000000000001
6340,b296aa35-6df9-45e5-a874-d3d64310d125,2018-01-04 14:09:04,2018-02-04 09:01:36,2018-04-23 08:03:50,,6,17,500.0,14.0,70.8
6342,0c135f8b-05f6-4698-aa38-fcefb8a18e85,2018-01-04 14:19:03,2018-04-04 07:42:35,2018-04-23 12:22:13,,6,40,200.0,14.0,69.77
6343,2701919c-0838-4589-b836-e8e9eed92226,2018-01-04 14:21:28,2018-02-04 04:01:36,2018-04-23 02:37:23,,2,41,100.0,7.0,83.2
6344,e7b4690a-58ce-4296-b5f0-0f5cbd00279d,2018-01-04 14:22:19,2018-02-04 04:01:12,2018-04-23 02:31:57,2018-04-13 03:31:26,6,41,100.0,12.0,63.0
6345,1f4c7a0e-6564-4830-9147-13480345136a,2018-01-04 14:22:56,2018-02-04 04:01:36,2018-04-23 08:25:49,,2,36,200.0,14.0,68.0
6346,1f4c7a0e-6564-4830-9147-13480345136a,2018-01-04 14:23:44,2018-02-04 04:01:36,2018-04-23 08:25:49,,2,42,100.0,13.0,68.5
6347,4974e6bf-eda1-402a-b340-0100a9f0b29d,2018-01-04 14:25:04,2018-02-04 04:01:36,2018-04-23 08:25:49,,2,43,200.0,11.0,81.5
6348,4974e6bf-eda1-402a-b340-0100a9f0b29d,2018-01-04 14:26:16,2018-02-04 04:01:36,2018-04-23 08:25:49,2018-04-21 00:00:00,2,44,200.0,12.0,71.10000000000001
6349,939cc64c-d24d-41bc-9658-0c4b263eb275,2018-01-04 14:35:49,2018-02-04 09:01:00,2018-04-23 03:16:07,2018-06-17 06:09:01,2,44,200.0,,
6350,6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,2018-01-04 14:37:17,2018-02-04 04:02:02,2018-04-23 02:31:57,2018-12-02 04:00:41,6,45,200.0,13.0,73.0
6351,29e19c04-592d-4ec9-87e3-0cad45efaa08,2018-01-04 14:44:55,2018-02-04 04:02:02,2018-04-23 02:31:57,2018-08-01 02:02:34,6,45,200.0,11.0,68.30000000000001
6352,0c135f8b-05f6-4698-aa38-fcefb8a18e85,2018-01-04 14:47:13,2018-02-04 04:00:52,2018-04-23 02:31:57,,6,46,200.0,14.0,73.83
6353,8801491c-faeb-4063-b209-6bc318361a01,2018-01-04 14:51:09,2018-02-04 04:00:52,2018-04-23 02:31:57,,6,33,200.0,14.0,73.9
6354,b17b8552-db7f-43af-b258-ecd3fcb15b91,2018-01-04 14:54:37,2018-02-04 04:02:02,2018-04-23 02:31:57,2018-03-05 04:16:00,6,3,200.0,,
6355,1f4c7a0e-6564-4830-9147-13480345136a,2018-01-04 14:57:28,2018-02-04 04:01:36,2018-04-23 08:25:49,,2,36,200.0,14.0,69.5
6356,92e7f958-068d-471f-a2cf-85e680e3ca6e,2018-01-04 15:02:27,2018-02-04 04:00:52,2018-04-23 02:31:57,2018-08-07 15:13:11,6,9,200.0,13.0,63.4
6358,008cf07e-9cd0-4325-b508-65cb4e0214a5,2018-01-04 15:13:45,,,,6,3,200.0,14.0,57.800000000000004
6359,168cba16-4ac9-4455-bf9f-403c88e39637,2018-01-04 15:31:44,2018-02-04 04:01:12,2018-04-23 02:31:57,,6,44,200.0,13.0,73.8
6360,008cf07e-9cd0-4325-b508-65cb4e0214a5,2018-01-04 15:38:55,2018-02-04 04:02:29,2018-04-23 02:31:57,2019-04-21 00:00:00,6,9,200.0,,
6363,f090c3b1-5220-4a8d-b06b-2027d57ea2b6,2018-01-04 16:08:56,2018-02-04 04:01:12,2018-04-23 02:31:57,,6,9,200.0,13.0,71.13000000000001
6364,b824d05f-8c58-4b98-8b5e-3765671300c9,2018-01-04 16:10:54,2018-02-04 09:01:36,2018-04-23 03:06:23,,6,3,200.0,16.0,77.42999999999999
6365,9021eb07-b79e-43db-b418-78e3615d61d5,2018-01-04 16:58:23,2018-02-04 04:02:02,2018-04-23 02:31:57,,6,36,200.0,15.0,55.89999999999999
6366,89da61b2-6806-4b0b-bf36-8abc47b00e59,2018-01-04 17:09:25,2018-02-04 09:00:39,2018-04-23 08:03:50,2018-04-13 07:40:00,6,36,200.0,,
6367,89da61b2-6806-4b0b-bf36-8abc47b00e59,2018-01-04 17:10:25,2018-02-04 09:01:36,2018-04-23 08:03:50,,6,38,200.0,15.0,71.08
6368,fd9bfe14-bb7c-437d-bd3a-3ce2bc12e3aa,2018-01-04 17:10:45,2018-02-04 04:02:29,2018-04-23 02:31:57,,6,11,200.0,17.0,75.13
6370,178ae8bb-47b4-419f-b7e1-cd1685435d25,2018-01-04 18:03:50,2018-02-04 09:00:39,2018-04-23 03:03:48,,6,40,200.0,15.0,79.2
6371,298c7be7-cb37-4bf4-b4b3-2830a91c37f5,2018-01-04 18:30:18,2018-02-04 09:01:36,2018-04-23 08:03:50,2018-08-01 02:05:33,6,40,200.0,15.0,69.39999999999999
6373,a66069fb-c1d2-4a97-a37e-ef431376c7c3,2018-01-04 19:35:54,2018-02-04 09:00:39,2018-04-23 03:03:48,2018-04-13 07:51:18,6,47,200.0,10.0,71.8
6376,474bbb64-d268-4973-ac6d-8e5958cedf0d,2018-01-04 22:12:21,2018-02-04 09:01:52,2018-04-23 08:03:50,,6,40,100.0,14.0,72.03
6377,f77ea20b-daa8-4dcb-ba0e-cbc9480869f9,2018-01-04 22:26:27,2018-02-04 09:00:39,2018-04-23 03:03:48,2018-12-02 02:22:56,6,40,200.0,13.0,62.0
6378,7f09f92b-d0f9-4669-9dd7-3b6a764308bb,2018-01-04 22:31:26,2018-02-04 04:02:29,2018-04-23 08:03:50,,6,48,200.0,14.0,67.9
6379,54322a82-5179-4c6f-848b-aa3fe9efd727,2018-01-04 22:37:08,2018-08-04 05:23:11,2018-04-27 12:37:48,,6,3,500.0,15.0,61.0
6380,54322a82-5179-4c6f-848b-aa3fe9efd727,2018-01-04 22:40:01,2018-02-04 09:01:36,2018-04-23 03:06:23,,6,24,200.0,15.0,70.22999999999999
6381,114c456c-9dd7-4956-a8bf-a51ac1397b72,2018-01-04 23:07:07,2018-02-04 04:01:13,2018-04-23 08:03:50,2018-04-12 00:00:00,6,49,200.0,,
6382,114c456c-9dd7-4956-a8bf-a51ac1397b72,2018-01-04 23:09:00,2018-02-04 04:01:13,2018-04-23 08:03:50,2019-04-21 00:00:00,6,3,200.0,,
6383,fa7da0bc-0b71-4697-b382-00f28368def6,2018-01-04 23:13:37,2018-02-04 04:01:13,2018-04-23 02:37:23,2018-12-02 00:00:00,2,38,200.0,,
6385,2a3002dd-503f-4281-a629-caa1fc722203,2018-01-04 23:14:17,2018-02-04 09:01:36,2018-04-23 03:03:48,,6,38,200.0,14.0,60.0
6387,418f3e3a-128e-4178-b018-1cdf24e0f30c,2018-01-04 23:30:37,2018-02-04 09:01:52,2018-04-23 03:03:48,,6,50,200.0,12.0,72.89999999999999
6388,e1830dc6-f7fb-4ced-92ac-0b7df7f61f0a,2018-01-04 23:33:20,2018-02-04 09:00:08,2018-04-23 03:16:07,,2,50,200.0,14.0,80.5
6389,5e57ebf3-0336-48f2-a11c-52be9f222617,2018-01-04 23:34:27,2018-02-04 04:02:02,2018-04-23 02:37:23,2018-04-16 05:51:11,2,51,200.0,13.0,82.5
6390,59e77f93-1fcd-4543-be4a-5efbc3972f75,2018-01-04 23:55:21,2018-02-04 04:02:02,2018-04-23 02:37:23,,2,26,200.0,13.0,76.44999999999999
6391,ae46bba1-44da-4ab4-a5b5-5d1cb407ea52,2018-02-04 00:04:11,2018-02-04 09:00:08,2018-04-23 03:06:23,2018-04-22 05:36:37,6,0,200.0,13.0,71.485
6393,b1ae628a-3af7-4078-b855-d8f8c5d19baf,2018-02-04 00:12:26,2018-02-04 09:01:00,2018-04-23 03:03:48,2018-04-13 07:51:37,6,52,200.0,12.0,73.27
6394,237fe3d2-370d-49e3-9457-8359777315fa,2018-02-04 00:12:51,2018-02-04 04:01:36,2018-04-23 02:31:57,2018-09-19 00:00:00,6,53,200.0,,
6395,b8fdd1c8-403f-40cd-a409-48481d7ffff3,2018-02-04 00:13:19,,,,6,54,200.0,14.0,67.30000000000001
6396,09f81bd9-5c9b-4c74-b5b9-1895b9161823,2018-02-04 00:41:12,2018-02-04 04:01:36,2018-04-23 02:31:57,2018-11-01 02:27:48,6,33,200.0,12.0,69.53
6397,1fe7a57c-1820-4f43-9a7f-4d2397ac74b0,2018-02-04 00:46:07,,,2018-08-01 02:14:08,6,0,200.0,15.0,57.00000000000001
6398,2ffa4301-e03a-4e5e-a45c-e53c9282d2f1,2018-02-04 00:49:39,2018-02-04 09:00:08,2018-04-23 03:03:48,2018-11-01 02:29:01,6,3,100.0,13.0,72.48
6400,a594d7d9-f1f1-47fd-a981-8019e8da317f,2018-02-04 01:13:41,2018-02-04 09:00:39,2018-04-23 03:03:48,,6,14,200.0,14.0,76.97
6404,ddb33847-a978-4b95-863c-edc549803cd2,2018-02-04 01:31:42,2018-02-04 04:02:29,2018-04-23 02:31:57,,6,55,200.0,15.0,54.0
6405,f9191372-b402-4bb0-9a0b-8ad443db17b2,2018-02-04 01:43:11,2018-02-04 08:59:45,2018-04-23 03:03:48,,6,56,200.0,15.0,60.0
6406,839f4083-a3a6-4a6d-81db-c79af3691ff6,2018-02-04 01:43:45,2018-02-04 04:01:36,2018-04-23 02:31:57,2018-07-03 04:35:58,6,18,200.0,14.0,71.8
6408,df2f9713-13d7-4e2d-b914-33570e18e7cf,2018-02-04 01:54:36,,,,2,38,200.0,,
6409,ea499b4a-56ab-4ba5-92af-078ac81d1555,2018-02-04 02:04:25,,,,6,11,200.0,15.0,59.00000000000001
6410,fc290df7-ae01-4d55-89fb-7aa074dc026b,2018-02-04 02:17:48,2018-04-04 07:41:32,2018-04-23 12:01:09,,2,16,200.0,14.0,77.5
6411,9e9d35ce-6276-4cea-8764-21cf04c080e6,2018-02-04 02:33:48,2018-07-04 00:38:16,2018-04-26 07:20:18,2018-04-13 05:33:59,6,38,200.0,14.0,69.27
6412,32378fa0-dcbe-449c-92cb-b1ae1bdc7cc0,2018-02-04 02:36:03,2018-02-04 04:02:02,2018-04-23 12:22:13,,6,38,900.0,14.0,63.45
6415,b97317e1-f3d1-4c19-8eaa-7165cf587e34,2018-02-04 03:02:29,2018-02-04 04:02:02,2018-04-23 02:31:57,,6,58,200.0,15.0,73.0
6416,ff7beab6-7c0a-4180-8faf-5b80d87fbb9e,2018-02-04 03:05:26,2018-02-04 08:59:45,2018-04-23 03:06:23,,6,36,200.0,14.0,69.30000000000001
6417,280ec84f-f755-4914-ac67-6b51887f0f1a,2018-02-04 03:07:55,2018-02-04 09:00:39,2018-04-23 08:03:50,2018-04-16 01:34:19,6,16,200.0,14.0,79.27
6418,280ec84f-f755-4914-ac67-6b51887f0f1a,2018-02-04 03:09:16,2018-02-04 08:59:10,2018-04-23 08:03:50,,6,59,200.0,13.0,69.0
6419,e8ccf26f-1414-4f8a-b005-631381e854e8,2018-02-04 03:14:02,2018-07-04 00:33:43,2018-04-26 07:20:18,2019-04-21 00:00:00,6,60,200.0,,
6420,a2a2ffc4-47da-473b-a5a5-c07de62ef933,2018-02-04 03:14:24,2018-02-04 08:59:22,2018-04-23 02:59:45,,6,3,200.0,14.0,63.5
6422,f42a1dd6-ea60-4e17-a895-0b4a3dee7a6c,2018-02-04 03:22:45,2018-04-04 07:42:06,2018-04-23 12:01:09,2018-04-13 00:00:00,2,61,200.0,,
6423,2699b035-48a1-4c14-8096-accf17544359,2018-02-04 03:24:54,2018-04-04 07:44:20,2018-04-23 12:22:13,,6,48,200.0,13.0,74.3
6424,c8cde4b2-f64d-46ac-ac53-3a55dbc4474c,2018-02-04 03:30:00,2018-08-04 05:24:15,2018-04-27 12:37:48,2018-04-13 05:34:44,6,48,200.0,14.0,58.00000000000001
6425,c8cde4b2-f64d-46ac-ac53-3a55dbc4474c,2018-02-04 03:30:43,2018-02-04 08:59:10,2018-04-23 02:59:45,2018-04-13 05:34:44,6,61,200.0,11.0,70.22999999999999
6426,ecee213d-eb53-4e6b-9fb0-ded4e4e5ee52,2018-02-04 03:42:20,2018-02-04 08:59:22,2018-04-23 02:59:45,,6,22,200.0,14.0,64.55
6427,f233d402-ad00-49e0-9c03-e30340b8e42b,2018-02-04 03:51:28,2018-02-04 09:00:08,2018-04-23 02:59:45,2018-10-02 00:00:00,6,62,500.0,,
6428,14598da2-b115-44ad-8266-6e86269b3385,2018-02-04 03:52:08,2018-02-04 08:59:45,2018-04-23 08:03:50,2019-01-03 06:22:32,6,63,200.0,11.0,69.19999999999999
6429,14598da2-b115-44ad-8266-6e86269b3385,2018-02-04 03:53:12,2018-02-04 09:00:39,2018-04-23 08:03:50,2019-04-21 00:00:00,6,9,200.0,10.0,76.05
6430,17db5891-06cf-48c2-9459-05f9311f64a2,2018-02-04 03:53:47,2018-04-04 07:43:06,2018-04-23 12:22:13,,6,17,200.0,13.0,74.83
6432,c6d89458-0050-4bdb-9889-93c406fdd9f2,2018-02-04 04:14:52,2018-02-04 09:01:52,2018-04-23 02:59:45,2018-04-12 05:17:12,6,17,200.0,13.0,59.00000000000001
6433,f8b70d67-c957-4c10-9d99-8c9df1f5c968,2018-02-04 04:19:31,2018-02-04 09:00:08,2018-04-23 08:03:50,,6,64,200.0,14.0,68.8
6434,f8b70d67-c957-4c10-9d99-8c9df1f5c968,2018-02-04 04:19:50,2018-02-04 09:00:39,2018-04-23 08:03:50,,6,33,200.0,13.0,70.8
6435,67452418-37a1-47ca-a69b-09ddee2de412,2018-02-04 04:31:32,,,,2,20,200.0,,
6436,268d39bf-3dee-4a38-adf9-b7aa1e92e551,2018-02-04 04:31:54,2018-02-04 08:59:45,2018-04-23 08:25:49,2018-04-16 00:00:00,2,20,200.0,,
6437,268d39bf-3dee-4a38-adf9-b7aa1e92e551,2018-02-04 04:33:33,2018-02-04 09:00:08,2018-04-23 08:25:49,2018-04-16 00:00:00,2,33,200.0,,
6438,268d39bf-3dee-4a38-adf9-b7aa1e92e551,2018-02-04 04:34:42,2018-02-04 09:00:39,2018-04-23 08:25:49,,2,4,200.0,13.0,81.1
6439,5c98b383-0639-41fd-af46-124ae3df2e07,2018-02-04 04:38:20,2018-08-04 05:26:29,2018-04-27 12:37:48,,6,49,200.0,14.0,71.39999999999999
6440,428e9455-61e3-41ac-adeb-d182e37a851b,2018-02-04 04:53:12,2018-02-04 08:59:22,2018-04-23 02:59:45,,6,49,200.0,15.0,73.7
6442,9e7c069d-017a-457e-a95e-5924d9287d8b,2018-02-04 05:14:55,2018-04-04 07:37:59,2018-04-23 12:22:13,,6,65,200.0,15.0,70.7
6443,0680a8c1-30cb-4d52-afa2-a50f9f5ae073,2018-02-04 05:22:03,2018-02-04 08:59:10,2018-04-23 02:59:45,,6,65,200.0,14.0,70.30000000000001
6444,2107ca85-51ed-409a-b5a5-3861d09063d2,2018-02-04 05:22:15,2018-04-04 07:43:32,2018-04-23 12:22:13,2019-04-17 00:00:00,6,65,200.0,14.0,61.0
6445,d7a3b5e6-b6b3-495f-a416-d7b5f5dc0baa,2018-02-04 05:25:53,2018-02-04 09:01:36,2018-04-23 03:16:07,,2,38,200.0,14.0,79.0
6446,0680a8c1-30cb-4d52-afa2-a50f9f5ae073,2018-02-04 05:26:22,2018-07-04 00:33:43,2018-04-26 07:20:18,,6,66,200.0,14.0,58.5
6447,f60d230a-e74e-4d53-bd27-f79333558050,2018-02-04 05:36:46,2018-04-04 07:42:35,2018-04-23 12:22:13,,6,58,200.0,14.0,59.00000000000001
6449,555fbd3e-9487-4173-9bbb-722af40de6b6,2018-02-04 05:53:37,,,,2,23,100.0,,
6450,626ad51f-72fb-4d0c-8c94-fea856427c9b,2018-02-04 05:58:38,2018-04-04 07:43:06,2018-04-23 12:01:09,,2,17,200.0,13.0,80.10000000000002
6451,1eddbe2c-d3f3-40ca-a8ef-d7412a7b0fdf,2018-02-04 06:06:21,2018-02-04 09:00:08,2018-04-23 02:59:45,,6,3,200.0,13.0,76.80000000000001
6452,f4c39eec-5710-4a75-b29e-d8eabc1b7011,2018-02-04 06:15:26,,,,6,67,200.0,,
6453,4974e6bf-eda1-402a-b340-0100a9f0b29d,2018-02-04 06:18:46,2018-02-04 09:01:53,2018-04-23 12:01:09,,2,17,200.0,14.0,81.5
6454,89da61b2-6806-4b0b-bf36-8abc47b00e59,2018-02-04 06:40:48,2018-04-04 07:43:55,2018-04-23 12:22:13,2018-04-13 07:48:36,6,68,200.0,,
6456,e10c908d-6e1b-46ea-bce1-777c6a97d8a8,2018-02-04 06:55:35,2018-04-04 05:57:35,2018-04-24 07:31:21,2018-12-02 00:00:00,6,60,200.0,,
6457,ae398f33-369e-42aa-a165-30c5cef698e1,2018-02-04 07:11:04,2018-04-04 07:42:06,2018-04-23 12:01:09,2018-04-27 00:00:00,2,13,200.0,,
6461,f090c3b1-5220-4a8d-b06b-2027d57ea2b6,2018-02-04 08:01:27,2018-08-04 05:29:07,2018-04-27 12:37:48,,6,45,200.0,14.0,65.0
6462,57d00762-d7d1-4cda-b742-6509a7b095bf,2018-02-04 08:05:00,2018-05-04 04:06:37,2018-04-24 09:55:23,2018-04-17 00:00:00,2,40,200.0,,
6463,f090c3b1-5220-4a8d-b06b-2027d57ea2b6,2018-02-04 08:18:28,2018-08-04 05:29:07,2018-04-27 12:37:48,,6,38,200.0,13.0,73.4
6464,ce4d8822-5e7b-4b58-acec-69ca53398d04,2018-02-04 08:19:09,2018-07-04 00:38:16,2018-04-26 07:20:18,,6,71,200.0,13.0,72.77
6465,0c135f8b-05f6-4698-aa38-fcefb8a18e85,2018-02-04 08:22:33,2018-04-04 07:42:35,2018-04-23 12:22:13,,6,72,200.0,16.0,72.3
